id,name,sex,age,height,weight,country,year,season,sport,event,medal,athletes,totalmedals,topathletes
51656,Dina Igaly,F,39,172.0,85.0,Hungary,2004,Summer,Shooting,Shooting Women's Skeet,Gold,898,1,1
51688,Roniel Iglesias Sotolongo,M,19,177.0,64.0,Cuba,2008,Summer,Boxing,Boxing Men's Light-Welterweight,Bronze,1116,1,1
51688,Roniel Iglesias Sotolongo,M,23,177.0,64.0,Cuba,2012,Summer,Boxing,Boxing Men's Light-Welterweight,Gold,1023,1,1
51696,Doina Ignat,F,31,181.0,81.0,Romania,2000,Summer,Rowing,Rowing Women's Coxless Pairs,Gold,880,1,3
51696,Doina Ignat,F,31,181.0,81.0,Romania,2000,Summer,Rowing,Rowing Women's Coxed Eights,Gold,880,1,3
51696,Doina Ignat,F,35,181.0,81.0,Romania,2004,Summer,Rowing,Rowing Women's Coxed Eights,Gold,898,1,3
51696,Doina Ignat,F,39,181.0,81.0,Romania,2008,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,932,1,3
51710,Mikhail Borisovich Ignatyev,M,19,176.0,67.0,Russia,2004,Summer,Cycling,Cycling Men's Points Race,Gold,1103,1,1
51710,Mikhail Borisovich Ignatyev,M,23,176.0,67.0,Russia,2008,Summer,Cycling,Cycling Men's Madison,Bronze,1116,1,1
51721,Reda Abdalaati Iguider,M,25,173.0,57.0,Morocco,2012,Summer,Athletics,"Athletics Men's 1,500 metres",Bronze,1023,1,0
51724,Andre Tyler Iguodala,M,28,198.0,94.0,United States,2012,Summer,Basketball,Basketball Men's Basketball,Gold,1023,1,1
51727,Mohamed Ihab Youssef Ahmed Mahmoud,M,26,165.0,77.0,Egypt,2016,Summer,Weightlifting,Weightlifting Men's Middleweight,Bronze,1054,1,0
51737,Andreas Ihle,M,25,184.0,80.0,Germany,2004,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,1103,1,1
51737,Andreas Ihle,M,29,184.0,80.0,Germany,2008,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,1116,1,1
51737,Andreas Ihle,M,33,184.0,80.0,Germany,2012,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,1023,1,1
51754,Shota Iizuka,M,25,185.0,80.0,Japan,2016,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,1054,1,0
51798,Danilo Ikodinovi,M,23,188.0,89.0,Serbia and Montenegro,2000,Summer,Water Polo,Water Polo Men's Water Polo,Bronze,1124,1,0
51798,Danilo Ikodinovi,M,27,188.0,89.0,Serbia and Montenegro,2004,Summer,Water Polo,Water Polo Men's Water Polo,Silver,1103,1,0
51816,"Larissa Dmitriyevna ""Lara"" Ilchenko",F,19,171.0,58.0,Russia,2008,Summer,Swimming,Swimming Women's 10 kilometres Open Water,Gold,932,1,1
51818,Cenk ldem,M,30,180.0,98.0,Turkey,2016,Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,1054,1,0
51821,Irina Valeryevna Ilenkova,F,20,164.0,42.0,Belarus,2000,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,880,1,0
51829,Ilias Iliadis,M,17,179.0,90.0,Greece,2004,Summer,Judo,Judo Men's Half-Middleweight,Gold,1103,1,1
51829,Ilias Iliadis,M,25,179.0,90.0,Greece,2012,Summer,Judo,Judo Men's Middleweight,Bronze,1023,1,1
51861,Zhaneta Tosheva Ilieva,F,19,176.0,54.0,Bulgaria,2004,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,898,1,0
51904,"Ilson Pereira ""Ilsinho"" Dias Jnior",M,22,170.0,70.0,Brazil,2008,Summer,Football,Football Men's Football,Bronze,1116,1,0
51915,Ilya Aleksandrovich Ilyin,M,20,175.0,94.0,Kazakhstan,2008,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold,1116,1,2
51915,Ilya Aleksandrovich Ilyin,M,24,175.0,94.0,Kazakhstan,2012,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold,1023,1,2
51920,Vera Sergeyevna Ilyina,F,26,162.0,49.0,Russia,2000,Summer,Diving,Diving Women's Synchronized Springboard,Gold,880,1,1
51920,Vera Sergeyevna Ilyina,F,30,162.0,49.0,Russia,2004,Summer,Diving,Diving Women's Synchronized Springboard,Silver,898,1,1
51921,Yekaterina Fyodorovna Ilyina,F,25,174.0,60.0,Russia,2016,Summer,Handball,Handball Women's Handball,Gold,969,1,1
51924,Dmitry Sergeyevich Ilyinykh,M,25,202.0,92.0,Russia,2012,Summer,Volleyball,Volleyball Men's Volleyball,Gold,1023,1,1
51935,Im Chang-Yong,M,24,180.0,75.0,South Korea,2000,Summer,Baseball,Baseball Men's Baseball,Bronze,1124,1,0
51942,Im Dong-Hyeon,M,19,184.0,100.0,South Korea,2004,Summer,Archery,Archery Men's Team,Gold,1103,1,2
51942,Im Dong-Hyeon,M,23,184.0,100.0,South Korea,2008,Summer,Archery,Archery Men's Team,Gold,1116,1,2
51942,Im Dong-Hyeon,M,27,184.0,100.0,South Korea,2012,Summer,Archery,Archery Men's Team,Bronze,1023,1,2
51969,Im Jeong-U,M,22,174.0,70.0,South Korea,2000,Summer,Hockey,Hockey Men's Hockey,Silver,1124,1,0
51973,Im Jong-Cheon,M,22,176.0,75.0,South Korea,2000,Summer,Hockey,Hockey Men's Hockey,Silver,1124,1,0
51976,Im O-Gyeong,F,32,167.0,65.0,South Korea,2004,Summer,Handball,Handball Women's Handball,Silver,898,1,0
51980,Im Seon-Dong,M,27,187.0,95.0,South Korea,2000,Summer,Baseball,Baseball Men's Baseball,Bronze,1124,1,0
51981,Im Su-Jeong,F,21,168.0,57.0,South Korea,2008,Summer,Taekwondo,Taekwondo Women's Featherweight,Gold,932,1,1
52020,Race Alick Reid Imboden,M,23,185.0,75.0,United States,2016,Summer,Fencing,"Fencing Men's Foil, Team",Bronze,1054,1,0
52029,Rachel Anne Imison,F,21,167.0,69.0,Australia,2000,Summer,Hockey,Hockey Women's Hockey,Gold,880,1,1
52032,Jan-Olaf Immel,M,28,202.0,105.0,Germany,2004,Summer,Handball,Handball Men's Handball,Silver,1103,1,0
52051,ahin mranov,M,27,170.0,57.0,Azerbaijan,2008,Summer,Boxing,Boxing Men's Featherweight,Bronze,1116,1,0
52053,Gza Imre,M,29,184.0,75.0,Hungary,2004,Summer,Fencing,"Fencing Men's epee, Team",Silver,1103,1,0
52053,Gza Imre,M,41,184.0,75.0,Hungary,2016,Summer,Fencing,"Fencing Men's epee, Individual",Silver,1054,1,0
52053,Gza Imre,M,41,184.0,75.0,Hungary,2016,Summer,Fencing,"Fencing Men's epee, Team",Bronze,1054,1,0
52099,Sri Indriyani,F,21,145.0,48.0,Indonesia,2000,Summer,Weightlifting,Weightlifting Women's Flyweight,Bronze,880,1,0
52130,Ingimundur Ingimundarson,M,28,193.0,96.0,Iceland,2008,Summer,Handball,Handball Men's Handball,Silver,1116,1,0
52164,"Joshua ""Josh"" Inman",M,28,203.0,95.0,United States,2008,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,1116,1,0
52180,Marco Innocenti,M,37,170.0,97.0,Italy,2016,Summer,Shooting,Shooting Men's Double Trap,Silver,1054,1,0
52196,Kaori Inoue,F,29,182.0,59.0,Japan,2012,Summer,Volleyball,Volleyball Women's Volleyball,Bronze,918,1,0
52197,Kenji Inoue,M,27,172.0,60.0,Japan,2004,Summer,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,1103,1,0
52200,Kosei Inoue,M,22,183.0,100.0,Japan,2000,Summer,Judo,Judo Men's Half-Heavyweight,Gold,1124,1,1
52201,Masaki Inoue,M,25,179.0,78.0,Japan,2004,Summer,Cycling,Cycling Men's Team Sprint,Silver,1103,1,0
52232,Emi Inui,F,24,170.0,70.0,Japan,2008,Summer,Softball,Softball Women's Softball,Gold,932,1,1
52233,Yukiko Inui,F,25,169.0,55.0,Japan,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,969,1,0
52233,Yukiko Inui,F,25,169.0,55.0,Japan,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,969,1,0
52287,Raluca Andreea Ioni,F,24,184.0,78.0,Romania,2000,Summer,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,880,1,0
52292,Larisa Andreea Iordache,F,16,150.0,72.0,Romania,2012,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze,918,1,0
52312,Cristina Iovu,F,19,155.0,53.0,Moldova,2012,Summer,Weightlifting,Weightlifting Women's Featherweight,Bronze,918,1,0
52321,Kristian Bettega Ipsen,M,19,170.0,73.0,United States,2012,Summer,Diving,Diving Men's Synchronized Springboard,Bronze,1023,1,0
52336,Eko Yuli Irawan,M,19,154.0,62.0,Indonesia,2008,Summer,Weightlifting,Weightlifting Men's Bantamweight,Bronze,1116,1,0
52336,Eko Yuli Irawan,M,23,154.0,62.0,Indonesia,2012,Summer,Weightlifting,Weightlifting Men's Featherweight,Bronze,1023,1,0
52336,Eko Yuli Irawan,M,27,154.0,62.0,Indonesia,2016,Summer,Weightlifting,Weightlifting Men's Featherweight,Silver,1054,1,0
52358,Ryosuke Irie,M,22,178.0,64.0,Japan,2012,Summer,Swimming,Swimming Men's 100 metres Backstroke,Bronze,1023,1,0
52358,Ryosuke Irie,M,22,178.0,64.0,Japan,2012,Summer,Swimming,Swimming Men's 200 metres Backstroke,Silver,1023,1,0
52358,Ryosuke Irie,M,22,178.0,64.0,Japan,2012,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,1023,1,0
52383,Kyrie Andrew Irving,M,24,190.0,87.0,United States,2016,Summer,Basketball,Basketball Men's Basketball,Gold,1054,1,1
52400,Promise Isaac,M,20,178.0,79.0,Nigeria,2008,Summer,Football,Football Men's Football,Silver,1116,1,0
52419,Vladimir Vyacheslavovich Isakov,M,34,178.0,83.0,Russia,2004,Summer,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze,1103,1,0
52419,Vladimir Vyacheslavovich Isakov,M,38,178.0,83.0,Russia,2008,Summer,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,1116,1,0
52426,Sara Isakovi,F,20,173.0,60.0,Slovenia,2008,Summer,Swimming,Swimming Women's 200 metres Freestyle,Silver,932,1,0
52440,Florena Andreea Isrescu,F,16,150.0,37.0,Romania,2000,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold,880,1,1
52447,Mansur Mustafayevich Isayev,M,25,172.0,73.0,Russia,2012,Summer,Judo,Judo Men's Lightweight,Gold,1023,1,1
52448,Radik sayev,M,26,200.0,93.0,Azerbaijan,2016,Summer,Taekwondo,Taekwondo Men's Heavyweight,Gold,1054,1,1
52471,Nataliya Sergeyevna Ishchenko,F,22,177.0,60.0,Russia,2008,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,932,1,5
52471,Nataliya Sergeyevna Ishchenko,F,26,177.0,60.0,Russia,2012,Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,918,1,5
52471,Nataliya Sergeyevna Ishchenko,F,26,177.0,60.0,Russia,2012,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,918,1,5
52471,Nataliya Sergeyevna Ishchenko,F,30,177.0,60.0,Russia,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,969,1,5
52471,Nataliya Sergeyevna Ishchenko,F,30,177.0,60.0,Russia,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,969,1,5
52502,Hirotoshi Ishii,M,26,181.0,95.0,Japan,2004,Summer,Baseball,Baseball Men's Baseball,Bronze,1103,1,0
52506,Satoshi Ishii,M,21,180.0,111.0,Japan,2008,Summer,Judo,Judo Men's Heavyweight,Gold,1116,1,1
52519,Kasumi Ishikawa,F,19,158.0,51.0,Japan,2012,Summer,Table Tennis,Table Tennis Women's Team,Silver,918,1,0
52519,Kasumi Ishikawa,F,23,158.0,51.0,Japan,2016,Summer,Table Tennis,Table Tennis Women's Team,Bronze,969,1,0
52524,Taeko Ishikawa,F,24,168.0,64.0,Japan,2000,Summer,Softball,Softball Women's Softball,Silver,880,1,0
52554,Yelena Gadzhiyevna Isinbayeva,F,22,174.0,64.0,Russia,2004,Summer,Athletics,Athletics Women's Pole Vault,Gold,898,1,2
52554,Yelena Gadzhiyevna Isinbayeva,F,26,174.0,64.0,Russia,2008,Summer,Athletics,Athletics Women's Pole Vault,Gold,932,1,2
52554,Yelena Gadzhiyevna Isinbayeva,F,30,174.0,64.0,Russia,2012,Summer,Athletics,Athletics Women's Pole Vault,Bronze,918,1,2
52561,Mandy Islacker,F,27,164.0,55.0,Germany,2016,Summer,Football,Football Women's Football,Gold,969,1,1
52575,"Jennifer J. Fetter ""JJ"" Isler",F,36,174.0,61.0,United States,2000,Summer,Sailing,Sailing Women's Two Person Dinghy,Silver,880,1,0
52582,Ahmed Ismail El Shamy,M,28,183.0,81.0,Egypt,2004,Summer,Boxing,Boxing Men's Light-Heavyweight,Bronze,1103,1,0
52585,Ismail Ahmed Ismail,M,23,193.0,72.0,Sudan,2008,Summer,Athletics,Athletics Men's 800 metres,Silver,1116,1,0
52593,Halimat Oyinoza Ismaila,F,24,158.0,56.0,Nigeria,2008,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,932,1,0
52602,Daniar Ismailow,M,24,173.0,69.0,Turkey,2016,Summer,Weightlifting,Weightlifting Men's Lightweight,Silver,1054,1,0
52611,Yoko Isoda,F,22,165.0,57.0,Japan,2000,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,880,1,0
52675,Kazue Ito,F,22,164.0,62.0,Japan,2000,Summer,Softball,Softball Women's Softball,Silver,880,1,0
52675,Kazue Ito,F,26,164.0,62.0,Japan,2004,Summer,Softball,Softball Women's Softball,Bronze,898,1,0
52685,Mima Ito,F,15,150.0,45.0,Japan,2016,Summer,Table Tennis,Table Tennis Women's Team,Bronze,969,1,0
52691,Sachiko Ito,F,32,163.0,61.0,Japan,2008,Summer,Softball,Softball Women's Softball,Gold,932,1,1
52765,Anastasiya Vladimirovna Ivankova,F,16,170.0,53.0,Belarus,2008,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,932,1,0
52765,Anastasiya Vladimirovna Ivankova,F,20,170.0,53.0,Belarus,2012,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,918,1,0
52773,Aleksandr Konstantinovich Ivanov,M,23,176.0,94.0,Russia,2012,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,1023,1,0
52846,Vitaly Vladimirovich Ivanov,M,28,194.0,92.0,Russia,2004,Summer,Handball,Handball Men's Handball,Bronze,1103,1,0
52863,Nataliya Nikolayevna Ivanova,F,29,172.0,70.0,Russia,2000,Summer,Taekwondo,Taekwondo Women's Heavyweight,Silver,880,1,0
52864,Nataliya Nikolayevna Ivanova,F,23,183.0,68.0,Russia,2004,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,898,1,0
52870,Olimpiada Vladimirovna Ivanova,F,33,160.0,50.0,Russia,2004,Summer,Athletics,Athletics Women's 20 kilometres Walk,Silver,898,1,0
52875,Yevgeniya Andreyevna Ivanova,F,29,176.0,68.0,Russia,2016,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,969,1,0
52912,Allen Ezail Iverson,M,29,182.0,83.0,United States,2004,Summer,Basketball,Basketball Men's Basketball,Bronze,1103,1,0
52939,Mana Iwabuchi,F,19,153.0,49.0,Japan,2012,Summer,Football,Football Women's Football,Silver,918,1,0
52941,Yumi Iwabuchi,F,24,165.0,60.0,Japan,2004,Summer,Softball,Softball Women's Softball,Bronze,898,1,0
52948,Hisashi Iwakuma,M,23,190.0,76.0,Japan,2004,Summer,Baseball,Baseball Men's Baseball,Bronze,1103,1,0
52970,Hitoki Iwase,M,29,180.0,74.0,Japan,2004,Summer,Baseball,Baseball Men's Baseball,Bronze,1103,1,0
52972,Azusa Iwashimizu,F,25,162.0,55.0,Japan,2012,Summer,Football,Football Women's Football,Silver,918,1,0
52994,Sandra Raluca Izbaa,F,18,164.0,52.0,Romania,2008,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze,932,1,2
52994,Sandra Raluca Izbaa,F,18,164.0,52.0,Romania,2008,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Gold,932,1,2
52994,Sandra Raluca Izbaa,F,22,164.0,52.0,Romania,2012,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze,918,1,2
52994,Sandra Raluca Izbaa,F,22,164.0,52.0,Romania,2012,Summer,Gymnastics,Gymnastics Women's Horse Vault,Gold,918,1,2
53007,"Danila Sergeyevich ""Dan"" Izotov",M,16,192.0,90.0,Russia,2008,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,1116,1,0
53007,"Danila Sergeyevich ""Dan"" Izotov",M,20,192.0,90.0,Russia,2012,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,1023,1,0
53016,Hiroshi Izumi,M,22,173.0,90.0,Japan,2004,Summer,Judo,Judo Men's Middleweight,Silver,1103,1,0
53025,Ja Dong-Min,M,21,190.0,91.0,South Korea,2008,Summer,Taekwondo,Taekwondo Men's Heavyweight,Gold,1116,1,1
53025,Ja Dong-Min,M,29,190.0,91.0,South Korea,2016,Summer,Taekwondo,Taekwondo Men's Heavyweight,Bronze,1054,1,1
53031,Jri Jaanson,M,38,192.0,96.0,Estonia,2004,Summer,Rowing,Rowing Men's Single Sculls,Silver,1103,1,0
53031,Jri Jaanson,M,42,192.0,96.0,Estonia,2008,Summer,Rowing,Rowing Men's Double Sculls,Silver,1116,1,0
53094,Bershawn D. Jackson,M,25,173.0,69.0,United States,2008,Summer,Athletics,Athletics Men's 400 metres Hurdles,Bronze,1116,1,0
53116,"Joanne Amy ""Jo"" Jackson",F,21,184.0,76.0,Great Britain,2008,Summer,Swimming,Swimming Women's 400 metres Freestyle,Bronze,932,1,0
53129,Lauren Elizabeth Jackson,F,19,196.0,85.0,Australia,2000,Summer,Basketball,Basketball Women's Basketball,Silver,880,1,0
53129,Lauren Elizabeth Jackson,F,23,196.0,85.0,Australia,2004,Summer,Basketball,Basketball Women's Basketball,Silver,898,1,0
53129,Lauren Elizabeth Jackson,F,27,196.0,85.0,Australia,2008,Summer,Basketball,Basketball Women's Basketball,Silver,932,1,0
53129,Lauren Elizabeth Jackson,F,31,196.0,85.0,Australia,2012,Summer,Basketball,Basketball Women's Basketball,Bronze,918,1,0
53145,Shericka Jackson,F,22,173.0,61.0,Jamaica,2016,Summer,Athletics,Athletics Women's 400 metres,Bronze,969,1,0
53145,Shericka Jackson,F,22,173.0,61.0,Jamaica,2016,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,969,1,0
53182,Nicolas Jacobi,M,29,193.0,95.0,Germany,2016,Summer,Hockey,Hockey Men's Hockey,Bronze,1054,1,0
53220,Thomas Jacobsen,M,28,194.0,90.0,Denmark,2000,Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold,1124,1,1
53228,Sada Molly Jacobson (-Bby),F,21,170.0,70.0,United States,2004,Summer,Fencing,"Fencing Women's Sabre, Individual",Bronze,898,1,0
53228,Sada Molly Jacobson (-Bby),F,25,170.0,70.0,United States,2008,Summer,Fencing,"Fencing Women's Sabre, Individual",Silver,932,1,0
53228,Sada Molly Jacobson (-Bby),F,25,170.0,70.0,United States,2008,Summer,Fencing,"Fencing Women's Sabre, Team",Bronze,932,1,0
53283,Connor Jaeger,M,25,185.0,77.0,United States,2016,Summer,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,1054,1,0
53289,"Thomas ""Tom"" Jaeschke",M,22,198.0,91.0,United States,2016,Summer,Volleyball,Volleyball Men's Volleyball,Bronze,1054,1,0
53305,Evan Reese Jager,M,27,188.0,65.0,United States,2016,Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,1054,1,0
53353,"Robert ""Rob"" Jahrling",M,26,204.0,96.0,Australia,2000,Summer,Rowing,Rowing Men's Coxed Eights,Silver,1124,1,0
53401,Johan Mikael Jakobsson,M,25,195.0,98.0,Sweden,2012,Summer,Handball,Handball Men's Handball,Silver,1023,1,0
53404,Eva Sofia Jakobsson,F,26,174.0,62.0,Sweden,2016,Summer,Football,Football Women's Football,Silver,969,1,0
53406,Sverre Andreas Jakobsson,M,31,196.0,97.0,Iceland,2008,Summer,Handball,Handball Men's Handball,Silver,1116,1,0
53423,Malte Jakschik,M,23,194.0,93.0,Germany,2016,Summer,Rowing,Rowing Men's Coxed Eights,Silver,1054,1,0
53424,Nikola Jaki,M,19,197.0,89.0,Serbia,2016,Summer,Water Polo,Water Polo Men's Water Polo,Gold,1054,1,1
53459,Maryam Yusuf Jamal,F,27,170.0,61.0,Bahrain,2012,Summer,Athletics,"Athletics Women's 1,500 metres",Bronze,918,1,0
53471,"Rebecca Angharad ""Becky"" James",F,24,171.0,66.0,Great Britain,2016,Summer,Cycling,Cycling Women's Sprint,Silver,969,1,0
53471,"Rebecca Angharad ""Becky"" James",F,24,171.0,66.0,Great Britain,2016,Summer,Cycling,Cycling Women's Keirin,Silver,969,1,0
53478,Godday James,M,20,170.0,72.0,Nigeria,2004,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,1103,1,0
53492,Kirani James,M,19,180.0,66.0,Grenada,2012,Summer,Athletics,Athletics Men's 400 metres,Gold,1023,1,1
53492,Kirani James,M,23,180.0,66.0,Grenada,2016,Summer,Athletics,Athletics Men's 400 metres,Silver,1054,1,1
53494,LeBron Raymone James,M,19,203.0,114.0,United States,2004,Summer,Basketball,Basketball Men's Basketball,Bronze,1103,1,2
53494,LeBron Raymone James,M,23,203.0,114.0,United States,2008,Summer,Basketball,Basketball Men's Basketball,Gold,1116,1,2
53494,LeBron Raymone James,M,27,203.0,114.0,United States,2012,Summer,Basketball,Basketball Men's Basketball,Gold,1023,1,2
53500,Monday James,M,21,180.0,70.0,Nigeria,2008,Summer,Football,Football Men's Football,Silver,1116,1,0
53510,"Thomas Watkin ""Tom"" James",M,24,193.0,93.0,Great Britain,2008,Summer,Rowing,Rowing Men's Coxless Fours,Gold,1116,1,2
53510,"Thomas Watkin ""Tom"" James",M,28,193.0,93.0,Great Britain,2012,Summer,Rowing,Rowing Men's Coxless Fours,Gold,1023,1,2
53535,Michael John Jamieson,M,23,186.0,81.0,Great Britain,2012,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Silver,1023,1,0
53547,Andrei Jms,M,34,184.0,90.0,Estonia,2016,Summer,Rowing,Rowing Men's Quadruple Sculls,Bronze,1054,1,0
53600,Janeth dos Santos Arcain,F,31,182.0,67.0,Brazil,2000,Summer,Basketball,Basketball Women's Basketball,Bronze,880,1,0
53627,Jang Jae-Seong,M,25,173.0,63.0,South Korea,2000,Summer,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,1124,1,0
53630,Jang Ji-Won,F,24,174.0,57.0,South Korea,2004,Summer,Taekwondo,Taekwondo Women's Featherweight,Gold,898,1,1
53634,Jang Mi-Ran,F,20,170.0,118.0,South Korea,2004,Summer,Weightlifting,Weightlifting Women's Super-Heavyweight,Silver,898,1,1
53634,Jang Mi-Ran,F,24,170.0,118.0,South Korea,2008,Summer,Weightlifting,Weightlifting Women's Super-Heavyweight,Gold,932,1,1
53641,Jang Seong-Ho,M,22,183.0,79.0,South Korea,2000,Summer,Baseball,Baseball Men's Baseball,Bronze,1124,1,0
53642,Jang Seong-Ho,M,26,190.0,100.0,South Korea,2004,Summer,Judo,Judo Men's Half-Heavyweight,Silver,1103,1,0
53645,Jang So-Hui,F,26,163.0,60.0,South Korea,2004,Summer,Handball,Handball Women's Handball,Silver,898,1,0
53654,Jang Won-Sam,M,25,181.0,78.0,South Korea,2008,Summer,Baseball,Baseball Men's Baseball,Gold,1116,1,1
53657,Jang Yong-Ho,M,24,171.0,65.0,South Korea,2000,Summer,Archery,Archery Men's Team,Gold,1124,1,2
53657,Jang Yong-Ho,M,28,171.0,65.0,South Korea,2004,Summer,Archery,Archery Men's Team,Gold,1103,1,2
53675,Damian Janikowski,M,23,180.0,84.0,Poland,2012,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,1023,1,0
53677,Janina Dia Chagas da Conceio,F,27,192.0,82.0,Brazil,2000,Summer,Volleyball,Volleyball Women's Volleyball,Bronze,880,1,0
53779,"Franciscus Ronaldus Maria ""Ronald"" Jansen",M,36,175.0,86.0,Netherlands,2000,Summer,Hockey,Hockey Men's Hockey,Gold,1124,1,1
53781,Torsten Johannes Jansen,M,27,185.0,89.0,Germany,2004,Summer,Handball,Handball Men's Handball,Silver,1103,1,0
53798,Inge Janssen,F,27,182.0,74.0,Netherlands,2016,Summer,Rowing,Rowing Women's Quadruple Sculls,Silver,969,1,0
53867,"Jaqueline Maria ""Jaque"" Pereira de Carvalho Endres",F,24,186.0,71.0,Brazil,2008,Summer,Volleyball,Volleyball Women's Volleyball,Gold,932,1,2
53867,"Jaqueline Maria ""Jaque"" Pereira de Carvalho Endres",F,28,186.0,71.0,Brazil,2012,Summer,Volleyball,Volleyball Women's Volleyball,Gold,918,1,2
53926,Prapawadee Jaroenrattanatarakoon,F,24,157.0,54.0,Thailand,2008,Summer,Weightlifting,Weightlifting Women's Featherweight,Gold,932,1,1
53944,Rachel Jarry,F,20,186.0,77.0,Australia,2012,Summer,Basketball,Basketball Women's Basketball,Bronze,918,1,0
53954,Jyrki Heikki Jrvi,M,34,188.0,78.0,Finland,2000,Summer,Sailing,Sailing Mixed Skiff,Gold,1124,1,1
53995,arnas Jasikeviius,M,24,193.0,92.0,Lithuania,2000,Summer,Basketball,Basketball Men's Basketball,Bronze,1124,1,0
54001,Daniel Jasinski,M,26,207.0,120.0,Germany,2016,Summer,Athletics,Athletics Men's Discus Throw,Bronze,1054,1,0
54017,"Rebecca ""Becky"" Jasontek (-Tomsic)",F,29,162.0,58.0,United States,2004,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,898,1,0
54052,Hrachik Javakhyan,M,24,178.0,63.0,Armenia,2008,Summer,Boxing,Boxing Men's Lightweight,Bronze,1116,1,0
54081,Kameradin Susanthika Jayasinghe,F,24,168.0,62.0,Sri Lanka,2000,Summer,Athletics,Athletics Women's 200 metres,Silver,880,1,0
54085,Carlos Alberto Borges Jayme,M,20,190.0,90.0,Brazil,2000,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,1124,1,0
54091,Erik Alexander Jazet,M,29,196.0,86.0,Netherlands,2000,Summer,Hockey,Hockey Men's Hockey,Gold,1124,1,1
54091,Erik Alexander Jazet,M,33,196.0,86.0,Netherlands,2004,Summer,Hockey,Hockey Men's Hockey,Silver,1103,1,1
54120,Fabrice Jeannet,M,23,193.0,85.0,France,2004,Summer,Fencing,"Fencing Men's epee, Team",Gold,1103,1,2
54120,Fabrice Jeannet,M,27,193.0,85.0,France,2008,Summer,Fencing,"Fencing Men's epee, Individual",Silver,1116,1,2
54120,Fabrice Jeannet,M,27,193.0,85.0,France,2008,Summer,Fencing,"Fencing Men's epee, Team",Gold,1116,1,2
54122,Jrme Jeannet,M,27,190.0,85.0,France,2004,Summer,Fencing,"Fencing Men's epee, Team",Gold,1103,1,2
54122,Jrme Jeannet,M,31,190.0,85.0,France,2008,Summer,Fencing,"Fencing Men's epee, Team",Gold,1116,1,2
54135,Ruth Jebet,F,19,162.0,51.0,Bahrain,2016,Summer,Athletics,"Athletics Women's 3,000 metres Steeplechase",Gold,969,1,1
