id,name,sex,age,height,weight,country,year,season,sport,event,medal,athletes,totalmedals,topathletes
8910,Ryan Neville Bayley,M,22,182.0,90.0,Australia,2004,Summer,Cycling,Cycling Men's Sprint,Gold,1103,1,2
8910,Ryan Neville Bayley,M,22,182.0,90.0,Australia,2004,Summer,Cycling,Cycling Men's Keirin,Gold,1103,1,2
8936,Rvn Bayramov,M,21,160.0,59.0,Azerbaijan,2008,Summer,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,1116,1,0
8936,Rvn Bayramov,M,25,160.0,59.0,Azerbaijan,2012,Summer,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,1023,1,0
8938,Islam Ilyasovich Bayramukov,M,29,186.0,97.0,Kazakhstan,2000,Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,1124,1,0
9003,Sebastian Bea,M,23,198.0,89.0,United States,2000,Summer,Rowing,Rowing Men's Coxless Pairs,Silver,1124,1,0
9013,Gemma Beadsworth,F,21,180.0,78.0,Australia,2008,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,932,1,0
9013,Gemma Beadsworth,F,25,180.0,78.0,Australia,2012,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,918,1,0
9034,Amanda Ray Beard (-Brown),F,18,173.0,59.0,United States,2000,Summer,Swimming,Swimming Women's 200 metres Breaststroke,Bronze,880,1,1
9034,Amanda Ray Beard (-Brown),F,22,173.0,59.0,United States,2004,Summer,Swimming,Swimming Women's 200 metres Breaststroke,Gold,898,1,1
9034,Amanda Ray Beard (-Brown),F,22,173.0,59.0,United States,2004,Summer,Swimming,Swimming Women's 200 metres Individual Medley,Silver,898,1,1
9034,Amanda Ray Beard (-Brown),F,22,173.0,59.0,United States,2004,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,898,1,1
9040,"Jonathan ""Jon"" Beare",M,34,185.0,75.0,Canada,2008,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,1116,1,0
9058,Ronald Layne Beaubien,M,32,198.0,100.0,United States,2008,Summer,Water Polo,Water Polo Men's Water Polo,Silver,1116,1,0
9067,Clment Beaud,M,19,184.0,81.0,Cameroon,2000,Summer,Football,Football Men's Football,Gold,1124,1,1
9086,Lyne Beaumont,F,22,170.0,56.0,Canada,2000,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,880,1,0
9089,Maxime Eugne Ren Beaumont,M,34,191.0,94.0,France,2016,Summer,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Silver,1054,1,0
9093,Robin Mary Beauregard,F,21,175.0,81.0,United States,2000,Summer,Water Polo,Water Polo Women's Water Polo,Silver,880,1,0
9093,Robin Mary Beauregard,F,25,175.0,81.0,United States,2004,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,898,1,0
9111,Anna Rose Bebington-Watkins,F,25,183.0,78.0,Great Britain,2008,Summer,Rowing,Rowing Women's Double Sculls,Bronze,932,1,1
9111,Anna Rose Bebington-Watkins,F,29,183.0,78.0,Great Britain,2012,Summer,Rowing,Rowing Women's Double Sculls,Gold,918,1,1
9152,Christoph Bechmann,M,32,190.0,88.0,Germany,2004,Summer,Hockey,Hockey Men's Hockey,Bronze,1103,1,0
9154,Laura Bechtolsheimer (-Tomlinson),F,27,169.0,56.0,Great Britain,2012,Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze,918,1,1
9154,Laura Bechtolsheimer (-Tomlinson),F,27,169.0,56.0,Great Britain,2012,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,918,1,1
9181,Nicole Elise Beck,F,28,168.0,66.0,Australia,2016,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold,969,1,1
9190,Daniel Becke,M,22,187.0,76.0,Germany,2000,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,1124,1,1
9209,Marcus Becker,M,22,180.0,72.0,Germany-1,2004,Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver,1103,1,0
9213,Otto Becker,M,41,182.0,78.0,Germany,2000,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,1124,1,1
9213,Otto Becker,M,45,182.0,78.0,Germany,2004,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,1103,1,1
9239,Janine Elizabeth Beckie,F,21,173.0,63.0,Canada,2016,Summer,Football,Football Women's Football,Bronze,969,1,0
9259,Violeta Beclea-Szekely,F,35,169.0,52.0,Romania,2000,Summer,Athletics,"Athletics Women's 1,500 metres",Silver,880,1,0
9291,"Barbara Jane ""B. J."" Bedford (-Miller)",F,27,172.0,61.0,United States,2000,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,880,1,1
9307,gatha Bednarczuk Rippel,F,33,182.0,70.0,Brazil-1,2016,Summer,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver,969,1,0
9349,Ludger Beerbaum,M,37,190.0,85.0,Germany,2000,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,1124,1,1
9349,Ludger Beerbaum,M,52,190.0,85.0,Germany,2016,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,1054,1,1
9355,"Daniel ""Dan"" Beery",M,29,200.0,97.0,United States,2004,Summer,Rowing,Rowing Men's Coxed Eights,Gold,1103,1,1
9366,"Kanatbek Kubatovich ""Kanat"" Begaliyev",M,24,168.0,66.0,Kyrgyzstan,2008,Summer,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver,1116,1,0
9394,Adriana Brando Behar,F,31,180.0,64.0,Brazil-1,2000,Summer,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver,880,1,0
9394,Adriana Brando Behar,F,35,180.0,64.0,Brazil-1,2004,Summer,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver,898,1,0
9432,"Genevieve ""Gen"" Behrent",F,25,183.0,73.0,New Zealand,2016,Summer,Rowing,Rowing Women's Coxless Pairs,Silver,969,1,0
9434,Melanie Behringer,F,22,172.0,71.0,Germany,2008,Summer,Football,Football Women's Football,Bronze,932,1,1
9434,Melanie Behringer,F,30,172.0,71.0,Germany,2016,Summer,Football,Football Women's Football,Gold,969,1,1
9444,Milad Beigi Hareqani,M,25,197.0,80.0,Azerbaijan,2016,Summer,Taekwondo,Taekwondo Men's Welterweight,Bronze,1054,1,0
9450,Clmence Beikes,F,28,180.0,71.0,France,2012,Summer,Basketball,Basketball Women's Basketball,Silver,918,1,0
9460,Elizabeth Lyon Beisel,F,19,168.0,68.0,United States,2012,Summer,Swimming,Swimming Women's 200 metres Backstroke,Bronze,918,1,0
9460,Elizabeth Lyon Beisel,F,19,168.0,68.0,United States,2012,Summer,Swimming,Swimming Women's 400 metres Individual Medley,Silver,918,1,0
9464,Ruth Beita Vila,F,37,191.0,72.0,Spain,2016,Summer,Athletics,Athletics Women's High Jump,Gold,969,1,1
9468,Cristian Bejarano Bentez,M,19,170.0,60.0,Mexico,2000,Summer,Boxing,Boxing Men's Lightweight,Bronze,1124,1,0
9479,Sofia Bekatorou (-Kosmatopoulos),F,26,172.0,62.0,Greece,2004,Summer,Sailing,Sailing Women's Two Person Dinghy,Gold,898,1,1
9479,Sofia Bekatorou (-Kosmatopoulos),F,30,172.0,62.0,Greece,2008,Summer,Sailing,Sailing Women's Three Person Keelboat,Bronze,932,1,1
9487,Kenenisa Bekele Beyecha,M,22,165.0,56.0,Ethiopia,2004,Summer,Athletics,"Athletics Men's 5,000 metres",Silver,1103,1,3
9487,Kenenisa Bekele Beyecha,M,22,165.0,56.0,Ethiopia,2004,Summer,Athletics,"Athletics Men's 10,000 metres",Gold,1103,1,3
9487,Kenenisa Bekele Beyecha,M,26,165.0,56.0,Ethiopia,2008,Summer,Athletics,"Athletics Men's 5,000 metres",Gold,1116,1,3
9487,Kenenisa Bekele Beyecha,M,26,165.0,56.0,Ethiopia,2008,Summer,Athletics,"Athletics Men's 10,000 metres",Gold,1116,1,3
9490,Tariku Bekele Beyecha,M,25,173.0,65.0,Ethiopia,2012,Summer,Athletics,"Athletics Men's 10,000 metres",Bronze,1023,1,0
9502,Fredrik Raaen Bekken,M,25,183.0,84.0,Norway,2000,Summer,Rowing,Rowing Men's Double Sculls,Silver,1124,1,0
9509,Kristin Bekkevold,F,23,173.0,64.0,Norway,2000,Summer,Football,Football Women's Football,Gold,880,1,1
9511,Daniel N'Dene Bekono,M,22,184.0,72.0,Cameroon,2000,Summer,Football,Football Men's Football,Gold,1124,1,1
9541,Tatyana Valeryevna Belan,F,17,165.0,43.0,Belarus,2000,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,880,1,0
9546,Jose Blanger,F,30,163.0,63.0,Canada,2016,Summer,Football,Football Women's Football,Bronze,969,1,0
9554,Jon Belaustegui Ruano,M,29,195.0,100.0,Spain,2008,Summer,Handball,Handball Men's Handball,Bronze,1116,1,0
9567,Mathew Belcher,M,29,173.0,62.0,Australia,2012,Summer,Sailing,Sailing Men's Two Person Dinghy,Gold,1023,1,1
9567,Mathew Belcher,M,33,173.0,62.0,Australia,2016,Summer,Sailing,Sailing Men's Two Person Dinghy,Silver,1054,1,1
9573,Claudia Renate Belderbos,F,27,175.0,72.0,Netherlands,2012,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,918,1,0
9577,Zhan Vensanovych Beleniuk,M,25,178.0,85.0,Ukraine,2016,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver,1054,1,0
9601,Anastasiya Aleksandrovna Belikova,F,21,177.0,55.0,Russia,2000,Summer,Volleyball,Volleyball Women's Volleyball,Silver,880,1,0
9625,Alexei Bell Quintero,M,24,176.0,87.0,Cuba,2008,Summer,Baseball,Baseball Men's Baseball,Silver,1116,1,0
9654,Regla Maritza Bell McKenzie,F,30,180.0,73.0,Cuba,2000,Summer,Volleyball,Volleyball Women's Volleyball,Gold,880,1,1
9655,"Robin ""Rob"" Bell",M,30,193.0,87.0,Australia,2008,Summer,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze,1116,1,0
9739,Antonella Bellutti,F,31,180.0,73.0,Italy,2000,Summer,Cycling,Cycling Women's Points Race,Gold,880,1,1
9750,Mireia Belmonte Garca,F,21,170.0,59.0,Spain,2012,Summer,Swimming,Swimming Women's 800 metres Freestyle,Silver,918,1,1
9750,Mireia Belmonte Garca,F,21,170.0,59.0,Spain,2012,Summer,Swimming,Swimming Women's 200 metres Butterfly,Silver,918,1,1
9750,Mireia Belmonte Garca,F,25,170.0,59.0,Spain,2016,Summer,Swimming,Swimming Women's 200 metres Butterfly,Gold,969,1,1
9750,Mireia Belmonte Garca,F,25,170.0,59.0,Spain,2016,Summer,Swimming,Swimming Women's 400 metres Individual Medley,Bronze,969,1,1
9764,Alexander Belonogoff,M,26,187.0,90.0,Australia,2016,Summer,Rowing,Rowing Men's Quadruple Sculls,Silver,1054,1,0
9787,Irina Olegovna Belova,F,19,175.0,52.0,Russia,2000,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,880,1,1
9790,Olga Konstantinovna Belova-Gorbunova,F,22,169.0,60.0,Russia,2016,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,969,1,0
9803,Daima Mayelis Beltrn Guisado,F,28,182.0,104.0,Cuba,2000,Summer,Judo,Judo Women's Heavyweight,Silver,880,1,0
9803,Daima Mayelis Beltrn Guisado,F,31,182.0,104.0,Cuba,2004,Summer,Judo,Judo Women's Heavyweight,Silver,898,1,0
9811,Olesya Vladimirovna Belugina,F,20,175.0,53.0,Russia,2004,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,898,1,1
9823,Anastasiya Yevgenyevna Belyakova,F,23,173.0,60.0,Russia,2016,Summer,Boxing,Boxing Women's Lightweight,Bronze,969,1,0
9829,David Sagitovich Belyavsky,M,24,165.0,55.0,Russia,2016,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver,1054,1,0
9829,David Sagitovich Belyavsky,M,24,165.0,55.0,Russia,2016,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,1054,1,0
9864,Larbi Ben Boudaoud,M,26,170.0,66.0,France,2000,Summer,Judo,Judo Men's Half-Lightweight,Silver,1124,1,0
9990,Lars Bender,M,27,184.0,80.0,Germany,2016,Summer,Football,Football Men's Football,Silver,1054,1,0
9991,Sven Bender,M,27,185.0,80.0,Germany,2016,Summer,Football,Football Men's Football,Silver,1054,1,0
10013,Tibor Benedek,M,28,190.0,96.0,Hungary,2000,Summer,Water Polo,Water Polo Men's Water Polo,Gold,1124,1,3
10013,Tibor Benedek,M,32,190.0,96.0,Hungary,2004,Summer,Water Polo,Water Polo Men's Water Polo,Gold,1103,1,3
10013,Tibor Benedek,M,36,190.0,96.0,Hungary,2008,Summer,Water Polo,Water Polo Men's Water Polo,Gold,1116,1,3
10033,Andrea Benelli,M,44,173.0,80.0,Italy,2004,Summer,Shooting,Shooting Men's Skeet,Gold,1103,1,1
10048,Meaghan Benfeito,F,23,155.0,48.0,Canada,2012,Summer,Diving,Diving Women's Synchronized Platform,Bronze,918,1,0
10048,Meaghan Benfeito,F,27,155.0,48.0,Canada,2016,Summer,Diving,Diving Women's Platform,Bronze,969,1,0
10048,Meaghan Benfeito,F,27,155.0,48.0,Canada,2016,Summer,Diving,Diving Women's Synchronized Platform,Bronze,969,1,0
10085,Rolf-Gran Bengtsson,M,42,171.0,67.0,Sweden,2004,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,1103,1,0
10085,Rolf-Gran Bengtsson,M,46,171.0,67.0,Sweden,2008,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,1116,1,0
10098,Hasna Benhassi,F,26,166.0,47.0,Morocco,2004,Summer,Athletics,Athletics Women's 800 metres,Silver,898,1,0
10098,Hasna Benhassi,F,30,166.0,47.0,Morocco,2008,Summer,Athletics,Athletics Women's 800 metres,Bronze,932,1,0
10105,Amar Benikhlef,M,26,186.0,90.0,Algeria,2008,Summer,Judo,Judo Men's Middleweight,Silver,1116,1,0
10121,Pedro Juan Bentez Domnguez,M,23,190.0,80.0,Paraguay,2004,Summer,Football,Football Men's Football,Silver,1103,1,0
10136,Lindsay Dianne Benko (-Mintenko),F,23,185.0,74.0,United States,2000,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,880,1,2
10136,Lindsay Dianne Benko (-Mintenko),F,27,185.0,74.0,United States,2004,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,898,1,2
10136,Lindsay Dianne Benko (-Mintenko),F,27,185.0,74.0,United States,2004,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,898,1,2
10140,"Brittany ""Britt"" Benn",F,27,165.0,68.0,Canada,2016,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze,969,1,0
10151,Julien Benneteau,M,30,185.0,79.0,France-2,2012,Summer,Tennis,Tennis Men's Doubles,Bronze,1023,1,0
10160,Brooke Marie Bennett (-Frioud),F,20,165.0,57.0,United States,2000,Summer,Swimming,Swimming Women's 400 metres Freestyle,Gold,880,1,2
10160,Brooke Marie Bennett (-Frioud),F,20,165.0,57.0,United States,2000,Summer,Swimming,Swimming Women's 800 metres Freestyle,Gold,880,1,2
10173,Karen Bennett,F,27,179.0,75.0,Great Britain,2016,Summer,Rowing,Rowing Women's Coxed Eights,Silver,969,1,0
10177,Mark Stewart Bennett,M,23,183.0,89.0,Great Britain,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver,1054,1,0
10181,Paul Bennett,M,27,207.0,100.0,Great Britain,2016,Summer,Rowing,Rowing Men's Coxed Eights,Gold,1054,1,1
10257,"Joseph ""Gunnar"" Bentz",M,20,196.0,84.0,United States,2016,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,1054,1,1
10259,Matej Beu,M,28,196.0,83.0,Slovakia,2016,Summer,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Silver,1054,1,0
10329,Adem Bereket,M,27,175.0,76.0,Turkey,2000,Summer,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,1124,1,0
10337,"Richard ""Ricky"" Berens",M,20,188.0,93.0,United States,2008,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,1116,1,2
10337,"Richard ""Ricky"" Berens",M,24,188.0,93.0,United States,2012,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,1023,1,2
10337,"Richard ""Ricky"" Berens",M,24,188.0,93.0,United States,2012,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,1023,1,2
10341,Mdlina Bere,F,23,186.0,75.0,Romania,2016,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,969,1,0
10349,Oleksandr Mykolaiovych Beresh,M,22,171.0,64.0,Ukraine,2000,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,1124,1,0
10349,Oleksandr Mykolaiovych Beresh,M,22,171.0,64.0,Ukraine,2000,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver,1124,1,0
10352,Dmitry Vladimirovich Berestov,M,24,180.0,105.0,Russia,2004,Summer,Weightlifting,Weightlifting Men's Heavyweight,Gold,1103,1,1
10357,Yury Viktorovich Berezhko,M,24,198.0,97.0,Russia,2008,Summer,Volleyball,Volleyball Men's Volleyball,Bronze,1116,1,1
10357,Yury Viktorovich Berezhko,M,28,198.0,97.0,Russia,2012,Summer,Volleyball,Volleyball Men's Volleyball,Gold,1023,1,1
10389,Laura Kay Berg,F,25,168.0,61.0,United States,2000,Summer,Softball,Softball Women's Softball,Gold,880,1,2
10389,Laura Kay Berg,F,29,168.0,61.0,United States,2004,Summer,Softball,Softball Women's Softball,Gold,898,1,2
10389,Laura Kay Berg,F,33,168.0,61.0,United States,2008,Summer,Softball,Softball Women's Softball,Silver,932,1,2
10390,Lindsey Napela Berg,F,28,173.0,77.0,United States,2008,Summer,Volleyball,Volleyball Women's Volleyball,Silver,932,1,0
10390,Lindsey Napela Berg,F,32,173.0,77.0,United States,2012,Summer,Volleyball,Volleyball Women's Volleyball,Silver,918,1,0
10425,Stig Andr Berge,M,33,167.0,60.0,Norway,2016,Summer,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,1054,1,0
10430,"Gabriel ""Gabe"" Bergen",M,30,187.0,92.0,Canada,2012,Summer,Rowing,Rowing Men's Coxed Eights,Silver,1023,1,0
10502,Emma Sofia Berglund,F,27,171.0,64.0,Sweden,2016,Summer,Football,Football Women's Football,Silver,969,1,0
10544,Kajsa Margareta Bergqvist (-Herngren-),F,23,175.0,59.0,Sweden,2000,Summer,Athletics,Athletics Women's High Jump,Bronze,880,1,0
10591,Denys Yuriyovych Berinchyk,M,24,170.0,64.0,Ukraine,2012,Summer,Boxing,Boxing Men's Light-Welterweight,Silver,1023,1,0
10612,Lobke Berkhout,F,27,183.0,70.0,Netherlands,2008,Summer,Sailing,Sailing Women's Two Person Dinghy,Silver,932,1,0
10612,Lobke Berkhout,F,31,183.0,70.0,Netherlands,2012,Summer,Sailing,Sailing Women's Two Person Dinghy,Bronze,918,1,0
10614,Krisztin Berki,M,27,178.0,70.0,Hungary,2012,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,1023,1,1
10641,Yanet Bermoy Acosta,F,21,154.0,48.0,Cuba,2008,Summer,Judo,Judo Women's Extra-Lightweight,Silver,932,1,0
10641,Yanet Bermoy Acosta,F,25,154.0,48.0,Cuba,2012,Summer,Judo,Judo Women's Half-Lightweight,Silver,918,1,0
10674,Alain Andr Louis Edmond Bernard,M,25,196.0,90.0,France,2008,Summer,Swimming,Swimming Men's 50 metres Freestyle,Bronze,1116,1,2
10674,Alain Andr Louis Edmond Bernard,M,25,196.0,90.0,France,2008,Summer,Swimming,Swimming Men's 100 metres Freestyle,Gold,1116,1,2
10674,Alain Andr Louis Edmond Bernard,M,25,196.0,90.0,France,2008,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,1116,1,2
10674,Alain Andr Louis Edmond Bernard,M,29,196.0,90.0,France,2012,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,1023,1,2
10724,Miosz Bernatajtys,M,26,183.0,72.0,Poland,2008,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,1116,1,0
10784,Cdric Berrest,M,23,191.0,94.0,France,2008,Summer,Rowing,Rowing Men's Quadruple Sculls,Bronze,1116,1,0
10871,Lorenzo Bertini,M,28,187.0,70.0,Italy,2004,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,1103,1,0
10955,Annemieke Marileen Bes,F,30,177.0,70.0,Netherlands,2008,Summer,Sailing,Sailing Women's Three Person Keelboat,Silver,932,1,0
11026,Danny Betancourt Chacn,M,23,175.0,75.0,Cuba,2004,Summer,Baseball,Baseball Men's Baseball,Gold,1103,1,1
11057,Jean-Christophe Bette,M,22,186.0,72.0,France,2000,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,1124,1,1
11069,Paolo Bettini,M,30,169.0,58.0,Italy,2004,Summer,Cycling,"Cycling Men's Road Race, Individual",Gold,1103,1,1
11094,Nicole Beukers,F,25,170.0,66.0,Netherlands,2016,Summer,Rowing,Rowing Women's Quadruple Sculls,Silver,969,1,0
11111,Allison Beveridge,F,23,169.0,62.0,Canada,2016,Summer,Cycling,Cycling Women's Team Pursuit,Bronze,969,1,0
11116,Tully Louise Bevilaqua (Crook-),F,36,165.0,66.0,Australia,2008,Summer,Basketball,Basketball Women's Basketball,Silver,932,1,0
11119,"Samuel Ryan ""Sam"" Bewley",M,21,192.0,80.0,New Zealand,2008,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,1116,1,0
11119,"Samuel Ryan ""Sam"" Bewley",M,25,192.0,80.0,New Zealand,2012,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,1023,1,0
11146,Jamie Lynn Beyerle-Gray (-Corkish),F,28,157.0,55.0,United States,2012,Summer,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold,918,1,1
11173,Hanna Volodymyrivna Bezsonova,F,20,174.0,49.0,Ukraine,2004,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Bronze,898,1,0
11173,Hanna Volodymyrivna Bezsonova,F,24,174.0,49.0,Ukraine,2008,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Bronze,932,1,0
11195,Mohini Bhardwaj (-Barry),F,25,147.0,43.0,United States,2004,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver,898,1,0
11207,Stephen Raj Bhavsar,M,27,169.0,54.0,United States,2008,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1116,1,0
11242,Diana Bianchedi,F,30,158.0,46.0,Italy,2000,Summer,Fencing,"Fencing Women's Foil, Team",Gold,880,1,1
11278,Roberta Bianconi,F,27,176.0,76.0,Italy,2016,Summer,Water Polo,Water Polo Women's Water Polo,Silver,969,1,0
11289,Dariusz Edward Biakowski,M,30,185.0,91.0,Poland,2000,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,1124,1,0
11293,"Daniel ""Dan"" Bibby",M,25,176.0,86.0,Great Britain,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver,1054,1,0
11299,Damir Biani,M,27,194.0,95.0,Croatia,2012,Summer,Handball,Handball Men's Handball,Bronze,1023,1,0
11304,Yuliya Valentinovna Bichik,F,21,184.0,84.0,Belarus,2004,Summer,Rowing,Rowing Women's Coxless Pairs,Bronze,898,1,0
11304,Yuliya Valentinovna Bichik,F,25,184.0,84.0,Belarus,2008,Summer,Rowing,Rowing Women's Coxless Pairs,Bronze,932,1,0
11335,Nezha Bidouane,F,30,174.0,65.0,Morocco,2000,Summer,Athletics,Athletics Women's 400 metres Hurdles,Bronze,880,1,0
11347,Sebastian Friedrich Felix Biederlack,M,22,176.0,73.0,Germany,2004,Summer,Hockey,Hockey Men's Hockey,Bronze,1103,1,1
11347,Sebastian Friedrich Felix Biederlack,M,26,176.0,73.0,Germany,2008,Summer,Hockey,Hockey Men's Hockey,Gold,1116,1,1
11416,Laryssa Biesenthal,F,29,173.0,66.0,Canada,2000,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,880,1,0
11448,Fiona Clare Bigwood,F,40,173.0,75.0,Great Britain,2016,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,969,1,0
11451,Marko Bija,M,25,201.0,85.0,Croatia,2016,Summer,Water Polo,Water Polo Men's Water Polo,Silver,1054,1,0
11461,Hamide Bkn (-Tosun),F,22,167.0,57.0,Turkey,2000,Summer,Taekwondo,Taekwondo Women's Featherweight,Bronze,880,1,0
11484,Jim Bilba,M,32,198.0,99.0,France,2000,Summer,Basketball,Basketball Men's Basketball,Silver,1124,1,0
11495,Simone Arianne Biles,F,19,143.0,47.0,United States,2016,Summer,Gymnastics,Gymnastics Women's Individual All-Around,Gold,969,1,4
11495,Simone Arianne Biles,F,19,143.0,47.0,United States,2016,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold,969,1,4
11495,Simone Arianne Biles,F,19,143.0,47.0,United States,2016,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Gold,969,1,4
11495,Simone Arianne Biles,F,19,143.0,47.0,United States,2016,Summer,Gymnastics,Gymnastics Women's Horse Vault,Gold,969,1,4
11495,Simone Arianne Biles,F,19,143.0,47.0,United States,2016,Summer,Gymnastics,Gymnastics Women's Balance Beam,Bronze,969,1,4
11546,Serhiy Oleksandrovych Biloushchenko,M,22,201.0,100.0,Ukraine,2004,Summer,Rowing,Rowing Men's Quadruple Sculls,Bronze,1103,1,0
11559,Thomas Bimis,M,29,169.0,69.0,Greece,2004,Summer,Diving,Diving Men's Synchronized Springboard,Gold,1103,1,1
11601,Abhinav Bindra,M,25,173.0,70.0,India,2008,Summer,Shooting,"Shooting Men's Air Rifle, 10 metres",Gold,1116,1,1
11616,Michael Allen Oswald Bingham,M,22,183.0,75.0,Great Britain,2008,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,1116,1,0
11653,Emanuele Birarelli,M,31,202.0,95.0,Italy,2012,Summer,Volleyball,Volleyball Men's Volleyball,Bronze,1023,1,0
11653,Emanuele Birarelli,M,35,202.0,95.0,Italy,2016,Summer,Volleyball,Volleyball Men's Volleyball,Silver,1054,1,0
11656,Stefan Birevi,M,26,210.0,104.0,Serbia,2016,Summer,Basketball,Basketball Men's Basketball,Silver,1054,1,0
11671,"Suzanne Brigit ""Sue"" Bird",F,23,175.0,66.0,United States,2004,Summer,Basketball,Basketball Women's Basketball,Gold,898,1,4
11671,"Suzanne Brigit ""Sue"" Bird",F,27,175.0,66.0,United States,2008,Summer,Basketball,Basketball Women's Basketball,Gold,932,1,4
11671,"Suzanne Brigit ""Sue"" Bird",F,31,175.0,66.0,United States,2012,Summer,Basketball,Basketball Women's Basketball,Gold,918,1,4
11671,"Suzanne Brigit ""Sue"" Bird",F,35,175.0,66.0,United States,2016,Summer,Basketball,Basketball Women's Basketball,Gold,969,1,4
11673,Dane Alex Bird-Smith,M,24,187.0,72.0,Australia,2016,Summer,Athletics,Athletics Men's 20 kilometres Walk,Bronze,1054,1,0
11725,Pter Biros,M,24,196.0,102.0,Hungary,2000,Summer,Water Polo,Water Polo Men's Water Polo,Gold,1124,1,3
11725,Pter Biros,M,28,196.0,102.0,Hungary,2004,Summer,Water Polo,Water Polo Men's Water Polo,Gold,1103,1,3
